470296086,Caps-NTD1+CR-REase8,NAM-associated,Caps-NTD1+CR-REase8,CAOG_06486,677,eukaryota,Capsaspora owczarzaki ATCC 30864,hypothetical protein CAOG_06486 [Capsaspora owczarzaki ATCC 30864]. 
754345708,Caps-NTD1+CR-REase8,ARGLU,Caps-NTD1+Caps-NTD3+CR-REase8,CAOG_02853,677,eukaryota,Capsaspora owczarzaki ATCC 30864,hypothetical protein CAOG_02853 [Capsaspora owczarzaki ATCC 30864]. 
765555527,Caps-NTD1+CR-REase8,NAM-associated,Caps-NTD1+CR-REase8,CAOG_006486,634,eukaryota,Capsaspora owczarzaki ATCC 30864,hypothetical protein CAOG_006486 [Capsaspora owczarzaki ATCC 30864].
765548764,Caps-NTD1+CR-NTPase5+CR-REase3,Rad17,Caps-NTD1+MA+CR-NTPase5+CR-REase3,CAOG_009349,569,eukaryota,Capsaspora owczarzaki ATCC 30864,hypothetical protein CAOG_009349 [Capsaspora owczarzaki ATCC 30864].
765554435,Caps-NTD1+CR-NTPase4+CR-REase6,ARGLU,Caps-NTD1+Tox-DDRGK+CR-NTPase4+Tox-Deam-CxE,CAOG_009868,928,eukaryota,Capsaspora owczarzaki ATCC 30864,hypothetical protein CAOG_009868 [Capsaspora owczarzaki ATCC 30864].
765554194,Caps-NTD1+CR-NTPase4+CR-REase6,-,Caps-NTD1+CR-NTPase4+CR-REase6,CAOG_008878,909,eukaryota,Capsaspora owczarzaki ATCC 30864,hypothetical protein CAOG_008878 [Capsaspora owczarzaki ATCC 30864].
754349904,Caps-NTD1+CR-NTPase4+CR-REase6,-,Caps-NTD1+CR-NTPase4+CR-REase6,CAOG_05802,861,eukaryota,Capsaspora owczarzaki ATCC 30864,hypothetical protein CAOG_05802 [Capsaspora owczarzaki ATCC 30864]. 
514484949,Caps-NTD1+CR-NTPase4+CR-REase6,-,Caps-NTD1+CR-NTPase4+CR-REase6,CAOG_08878,939,eukaryota,Capsaspora owczarzaki ATCC 30864,"hypothetical protein CAOG_08878, partial [Capsaspora owczarzaki ATCC 30864]."
765554195,Caps-NTD1+CR-NTPase4+CR-REase6,-,Caps-NTD1+CR-NTPase4+CR-REase6,CAOG_008878,857,eukaryota,Capsaspora owczarzaki ATCC 30864,"hypothetical protein, variant [Capsaspora owczarzaki ATCC 30864]. "
754349352,Caps-NTD1+CR-NTPase4+CR-REase6,-,Caps-NTD1+CR-NTPase4+CR-REase6,CAOG_08878,939,eukaryota,Capsaspora owczarzaki ATCC 30864,"hypothetical protein CAOG_08878, partial [Capsaspora owczarzaki ATCC 30864]."
514486268,Caps-NTD1+CR-NTPase4+CR-REase6,-,Caps-NTD1+CR-NTPase4+CR-REase6+BROMO,CAOG_02796,830,eukaryota,Capsaspora owczarzaki ATCC 30864,hypothetical protein CAOG_02796 [Capsaspora owczarzaki ATCC 30864]. 
514484378,Caps-NTD1+CR-NTPase4+CR-REase6,-,Caps-NTD1+CR-NTPase4+CR-REase6,CAOG_05802,861,eukaryota,Capsaspora owczarzaki ATCC 30864,hypothetical protein CAOG_05802 [Capsaspora owczarzaki ATCC 30864]. 
470296535,Caps-NTD1+CR-NTPase4+CR-REase6,-,Caps-NTD1+CR-NTPase4+CR-REase6,CAOG_05802,861,eukaryota,Capsaspora owczarzaki ATCC 30864,predicted protein [Capsaspora owczarzaki ATCC 30864]. 
765554726,Caps-NTD1+CR-NTPase4+CR-REase6,-,Caps-NTD1+CR-NTPase4+CR-REase6,CAOG_005802,863,eukaryota,Capsaspora owczarzaki ATCC 30864,hypothetical protein CAOG_005802 [Capsaspora owczarzaki ATCC 30864].
470323656,Caps-NTD1+CR-NTPase4+CR-REase6,-,Caps-NTD1+CR-NTPase4+CR-REase6+BROMO,CAOG_02796,808,eukaryota,Capsaspora owczarzaki ATCC 30864,hypothetical protein CAOG_02796 [Capsaspora owczarzaki ATCC 30864]. 
754345097,Caps-NTD1+CR-NTPase4+CR-REase6,-,Caps-NTD1+CR-NTPase4+CR-REase6+BROMO,CAOG_02796,830,eukaryota,Capsaspora owczarzaki ATCC 30864,hypothetical protein CAOG_02796 [Capsaspora owczarzaki ATCC 30864]. 
470287790,Caps-NTD1+CR-NTPase4+CR-REase6,-,Caps-NTD1+CR-NTPase4+CR-REase6,CAOG_08324,669,eukaryota,Capsaspora owczarzaki ATCC 30864,hypothetical protein CAOG_08324 [Capsaspora owczarzaki ATCC 30864]. 
754353544,Caps-NTD1+CR-NTPase4,-,Caps-NTD1+CR-NTPase4,CAOG_09240,795,eukaryota,Capsaspora owczarzaki ATCC 30864,hypothetical protein CAOG_09240 [Capsaspora owczarzaki ATCC 30864]. 
514485920,Caps-NTD1+CR-NTPase4,-,Caps-NTD1+CR-NTPase4+CR-NTPase4,CAOG_08571,934,eukaryota,Capsaspora owczarzaki ATCC 30864,hypothetical protein CAOG_08571 [Capsaspora owczarzaki ATCC 30864]. 
765558463,Caps-NTD1+CR-NTPase4,-,Caps-NTD1+CR-NTPase4,CAOG_009240,816,eukaryota,Capsaspora owczarzaki ATCC 30864,hypothetical protein CAOG_009240 [Capsaspora owczarzaki ATCC 30864].
765555636,Caps-NTD1+CR-NTPase4,-,Caps-NTD1+CR-NTPase4,CAOG_008992,866,eukaryota,Capsaspora owczarzaki ATCC 30864,hypothetical protein CAOG_008992 [Capsaspora owczarzaki ATCC 30864].
754352991,Caps-NTD1+CR-NTPase4,-,Caps-NTD1+CR-NTPase4,CAOG_08043,850,eukaryota,Capsaspora owczarzaki ATCC 30864,hypothetical protein CAOG_08043 [Capsaspora owczarzaki ATCC 30864]. 
470288675,Caps-NTD1+CR-NTPase4,-,Caps-NTD1+CR-NTPase4,CAOG_08043,863,eukaryota,Capsaspora owczarzaki ATCC 30864,predicted protein [Capsaspora owczarzaki ATCC 30864]. 
514485154,Caps-NTD1+CR-NTPase4,-,Caps-NTD1+CR-NTPase4,CAOG_04946,713,eukaryota,Capsaspora owczarzaki ATCC 30864,hypothetical protein CAOG_04946 [Capsaspora owczarzaki ATCC 30864]. 
754348350,Caps-NTD1+CR-NTPase4,-,Caps-NTD1+CR-NTPase4,CAOG_04946,713,eukaryota,Capsaspora owczarzaki ATCC 30864,hypothetical protein CAOG_04946 [Capsaspora owczarzaki ATCC 30864]. 
765557724,Caps-NTD1+CR-NTPase4,-,Caps-NTD1+CR-NTPase4,CAOG_008043,936,eukaryota,Capsaspora owczarzaki ATCC 30864,hypothetical protein CAOG_008043 [Capsaspora owczarzaki ATCC 30864].
470302692,Caps-NTD1+CR-NTPase4,-,Caps-NTD1+CR-NTPase4,CAOG_04946,766,eukaryota,Capsaspora owczarzaki ATCC 30864,predicted protein [Capsaspora owczarzaki ATCC 30864]. 
470323415,Caps-NTD1+CR-NTPase4,-,Caps-NTD1+CR-NTPase4+HIRAN,CAOG_02735,826,eukaryota,Capsaspora owczarzaki ATCC 30864,hypothetical protein CAOG_02735 [Capsaspora owczarzaki ATCC 30864]. 
514483329,Caps-NTD1+CR-NTPase4,-,Caps-NTD1+CR-NTPase4,CAOG_09240,795,eukaryota,Capsaspora owczarzaki ATCC 30864,hypothetical protein CAOG_09240 [Capsaspora owczarzaki ATCC 30864]. 
514483506,Caps-NTD1+CR-NTPase4,-,Caps-NTD1+CR-NTPase4,CAOG_08043,850,eukaryota,Capsaspora owczarzaki ATCC 30864,hypothetical protein CAOG_08043 [Capsaspora owczarzaki ATCC 30864]. 
765556084,Caps-NTD1+CR-NTPase4,-,Caps-NTD1+CR-NTPase4,CAOG_009012,826,eukaryota,Capsaspora owczarzaki ATCC 30864,hypothetical protein CAOG_009012 [Capsaspora owczarzaki ATCC 30864].
754345549,Caps-NTD1+CR-NTPase4,-,Caps-NTD1+CR-NTPase4+CR-NTPase4,CAOG_08571,934,eukaryota,Capsaspora owczarzaki ATCC 30864,hypothetical protein CAOG_08571 [Capsaspora owczarzaki ATCC 30864]. 
765551000,Caps-NTD1+CR-NTPase4,-,Caps-NTD1+CR-NTPase4+HIRAN,CAOG_002735,800,eukaryota,Capsaspora owczarzaki ATCC 30864,hypothetical protein CAOG_002735 [Capsaspora owczarzaki ATCC 30864].
559176630,CR-NTPase8,AAA-ATPase_like,,DHA2_150080,463,eukaryota,Giardia intestinalis,Putative ATP-binding protein [Giardia intestinalis].
253744071,CR-NTPase8,AAA-ATPase_like,,GL50581_2439,463,eukaryota,Giardia intestinalis ATCC 50581,Hypothetical protein GL50581_2439 [Giardia intestinalis ATCC 50581].
159114758,CR-NTPase8,AAA-ATPase_like,,GL50803_25235,463,eukaryota,Giardia lamblia ATCC 50803,Hypothetical protein GL50803_25235 [Giardia lamblia ATCC 50803].
308158957,CR-NTPase8,AAA-ATPase_like,,GLP15_4619,463,eukaryota,Giardia lamblia P15,Hypothetical protein GLP15_4619 [Giardia lamblia P15].
608685919,CR-NTPase8,AAA-ATPase_like,CR-NTPase8+VirB9,GNI_037960,615,eukaryota>alveolata>apicomplexa,Gregarina niphandrodes,AAA-ATPase [Gregarina niphandrodes].
608685948,CR-NTPase8,AAA-ATPase_like,CR-NTPase8,GNI_037660,103,eukaryota>alveolata>apicomplexa,Gregarina niphandrodes,"AAA-ATPase, partial [Gregarina niphandrodes]. "
608650684,CR-NTPase8,AAA-ATPase_like,CR-NTPase8+CR-NTPase8,GNI_135890,631,eukaryota>alveolata>apicomplexa,Gregarina niphandrodes,putative AAA-ATPase [Gregarina niphandrodes]. 
749155423,CR-NTPase8,AAA-ATPase_like,,GNI_037760,552,eukaryota>alveolata>apicomplexa,Gregarina niphandrodes,AAA-ATPase [Gregarina niphandrodes].
749161547,CR-NTPase8,AAA-ATPase_like,,GNI_135890,631,eukaryota>alveolata>apicomplexa,Gregarina niphandrodes,putative AAA-ATPase [Gregarina niphandrodes]. 
749155421,CR-NTPase8,AAA-ATPase_like,,GNI_037660,103,eukaryota>alveolata>apicomplexa,Gregarina niphandrodes,"AAA-ATPase, partial [Gregarina niphandrodes]. "
749155427,CR-NTPase8,AAA-ATPase_like,,GNI_037960,615,eukaryota>alveolata>apicomplexa,Gregarina niphandrodes,AAA-ATPase [Gregarina niphandrodes].
749155417,CR-NTPase8,AAA-ATPase_like,,GNI_037550,131,eukaryota>alveolata>apicomplexa,Gregarina niphandrodes,AAA-ATPase [Gregarina niphandrodes].
608685940,CR-NTPase8,AAA-ATPase_like,CR-NTPase8,GNI_037760,552,eukaryota>alveolata>apicomplexa,Gregarina niphandrodes,AAA-ATPase [Gregarina niphandrodes].
66570962,-,AAA_13+DUF1421+MSP1_C+EGF_MSP1_1+EGF_3,SFII-RAD3+SMAD,msp1,1739,eukaryota>alveolata>apicomplexa,Plasmodium reichenowi,merzoite surface protein 1 [Plasmodium reichenowi]. 
403356627,CR-NTPase8,AAA-ATPase_like,CR-NTPase8,OXYTRI_00446,584,eukaryota>alveolata>ciliophora,Oxytricha trifallax,AAA-ATPase-like protein (macronuclear) [Oxytricha trifallax]. 
678313935,CR-NTPase8,AAA-ATPase_like,,STYLEM_16706,607,eukaryota>alveolata>ciliophora,Stylonychia lemnae,UNKNOWN [Stylonychia lemnae]. 
88601194,CR-NTPase8,AAA-ATPase_like,CR-NTPase8,-,178,eukaryota>amoebozoa,Vermamoeba vermiformis,"unknown, partial [Vermamoeba vermiformis]."
470452608,CR-NTPase9,-,,ACA1_155510,373,eukaryota>amoebozoa>acanthamoebidae,Acanthamoeba castellanii str. Neff,hypothetical protein ACA1_155510 [Acanthamoeba castellanii str. Neff].
470394867,CR-REase13,,,ACA1_096710,477,eukaryota>amoebozoa>acanthamoebidae,Acanthamoeba castellanii str. Neff,hypothetical protein ACA1_096710 [Acanthamoeba castellanii str. Neff].
470394985,CR-REase13,,,ACA1_096960,477,eukaryota>amoebozoa>acanthamoebidae,Acanthamoeba castellanii str. Neff,hypothetical protein ACA1_096960 [Acanthamoeba castellanii str. Neff].
470424691,CR-NTPase8+CR-REase7,AAA-ATPase_like,CR-NTPase8,ACA1_378620,618,eukaryota>amoebozoa>acanthamoebidae,Acanthamoeba castellanii str. Neff,hypothetical protein ACA1_378620 [Acanthamoeba castellanii str. Neff].
470458777,CR-NTPase4,-,CR-NTPase4,ACA1_262770,774,eukaryota>amoebozoa>acanthamoebidae,Acanthamoeba castellanii str. Neff,hypothetical protein ACA1_262770 [Acanthamoeba castellanii str. Neff].
470531819,CR-NTPase3,DUF4062+NACHT+TPR_12+TPR_12+TPR_10+TPR_12+TPR_12+TPR_12,CR-NTPase3+TPR+TPR,ACA1_085170,1389,eukaryota>amoebozoa>acanthamoebidae,Acanthamoeba castellanii str. Neff,tetratricopeptide repeat domain containing protein [Acanthamoeba castellanii str. Neff].
470424699,CR-NTPase8,AAA-ATPase_like,,ACA1_378630,545,eukaryota>amoebozoa>acanthamoebidae,Acanthamoeba castellanii str. Neff,hypothetical protein ACA1_378630 [Acanthamoeba castellanii str. Neff].
831775211,AmoebN,-,-,SAMD00019534_054950,392,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Acytostelium subglobosum LB1,hypothetical protein SAMD00019534_054950 [Acytostelium subglobosum LB1].
831756005,AmoebN,-,-,SAMD00019534_117270,180,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Acytostelium subglobosum LB1,hypothetical protein SAMD00019534_117270 [Acytostelium subglobosum LB1].
831773024,AmoebN,SSP160,-,SAMD00019534_065100,302,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Acytostelium subglobosum LB1,hypothetical protein SAMD00019534_065100 [Acytostelium subglobosum LB1].
831775316,AmoebN,-,-,SAMD00019534_055260,287,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Acytostelium subglobosum LB1,hypothetical protein SAMD00019534_055260 [Acytostelium subglobosum LB1].
831761805,-,-,-,SAMD00019534_098790,251,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Acytostelium subglobosum LB1,hypothetical protein SAMD00019534_098790 [Acytostelium subglobosum LB1].
831780015,AmoebN,-,-,SAMD00019534_039360,270,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Acytostelium subglobosum LB1,hypothetical protein SAMD00019534_039360 [Acytostelium subglobosum LB1].
831759250,AmoebN,-,-,SAMD00019534_106990,292,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Acytostelium subglobosum LB1,hypothetical protein SAMD00019534_106990 [Acytostelium subglobosum LB1].
831792335,CR-REase7,-,,SAMD00019534_036630,330,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Acytostelium subglobosum LB1,"hypothetical protein SAMD00019534_036630, partial [Acytostelium subglobosum LB1]. "
831765373,CR-REase13+CR-Kinase4,,,SAMD00019534_086530,440,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Acytostelium subglobosum LB1,hypothetical protein SAMD00019534_086530 [Acytostelium subglobosum LB1].
353526298,CR-REase13+CR-Kinase4,,,-,639,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium discoideum,RecName: Full=Probable serine/threonine-protein kinase DDB_G0282777.
66800857,CR-REase2,DUF3300,CR-REase2,DDB_G0293134,414,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium discoideum AX4,hypothetical protein DDB_G0293134 [Dictyostelium discoideum AX4]. 
66800991,AmoebN,CytochromB561_N,-,DDB_G0292946,417,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium discoideum AX4,hypothetical protein DDB_G0292946 [Dictyostelium discoideum AX4]. 
66817344,CR-NTPase5+CR-REase3,-,CR-NTPase9+CR-REase3,DDB_G0277693,674,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium discoideum AX4,hypothetical protein DDB_G0277693 [Dictyostelium discoideum AX4]. 
66811408,AmoebN,POX,-,DDB_G0285129,263,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium discoideum AX4,hypothetical protein DDB_G0285129 [Dictyostelium discoideum AX4]. 
66807343,CR-REase2,-,CR-REase2,DDB_G0287051,258,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium discoideum AX4,hypothetical protein DDB_G0287051 [Dictyostelium discoideum AX4]. 
66804759,-,Spore_YhcN_YlaJ+Mucin+CAF1A+RRN3+DUF2076+PMP22_Claudin,MIP-T3+Tail-fiber,DDB_G0289775,854,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium discoideum AX4,hypothetical protein DDB_G0289775 [Dictyostelium discoideum AX4]. 
66816857,CR-NTPase4+CR-REase6,zf-B_box,BBOX+CR-NTPase4+CR-REase6,DDB_G0278513,741,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium discoideum AX4,hypothetical protein DDB_G0278513 [Dictyostelium discoideum AX4]. 
66814784,AmoebN,DUF3300+Spore_YhcN_YlaJ,-,DDB_G0279645,386,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium discoideum AX4,hypothetical protein DDB_G0279645 [Dictyostelium discoideum AX4]. 
66807313,CR-REase13,,,DDB_G0287177,112,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium discoideum AX4,hypothetical protein DDB_G0287177 [Dictyostelium discoideum AX4]. 
66825787,CR-NTPase9,-,,DDB_G0269752,323,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium discoideum AX4,hypothetical protein DDB_G0269752 [Dictyostelium discoideum AX4]. 
66811872,CR-REase13+CR-Kinase4,,,DDB_G0282777,647,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium discoideum AX4,hypothetical protein DDB_G0282777 [Dictyostelium discoideum AX4]. 
470253638,CR-NTPase4,-,CR-NTPase4,DFA_01956,337,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_01956 [Dictyostelium fasciculatum].
470267930,SAM+CR-NTPase3,DAP3,SAM+CR-NTPase3,DFA_06502,618,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_06502 [Dictyostelium fasciculatum].
470243550,CR-REase6,-,CR-REase6,DFA_08004,306,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_08004 [Dictyostelium fasciculatum].
470249031,CR-NTPase9+CR-REase3,AAA_35,CR-NTPase9+CR-REase3,DFA_06864,609,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_06864 [Dictyostelium fasciculatum].
470242149,CR-NTPase5+CR-REase3,-,CR-NTPase5+CR-REase3,DFA_09354,475,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_09354 [Dictyostelium fasciculatum].
470241484,CR-NTPase5+CR-REase3,AAA_35,CR-NTPase9+CR-REase3,DFA_09664,528,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_09664 [Dictyostelium fasciculatum].
470271391,CR-NTPase5+CR-REase3(falsefusiontokinase),Med3+Atrophin-1+SPRY+SPRY+SAM_2+PAT1+Pkinase_Tyr,CR-NTPase5+CR-REase3+FilH+POTRA+POTRA+MIP-T3+CASPASE+POTRA+SAM+CR-Kinase,DFA_03258,2270,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,non-receptor tyrosine kinase [Dictyostelium fasciculatum].
470252118,CR-NTPase5+CR-REase3,-,CR-NTPase9+CR-REase3,DFA_01187,627,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_01187 [Dictyostelium fasciculatum].
470244304,CR-NTPase5+CR-REase3,-,SAM+CR-NTPase5+CR-REase3,DFA_08395,584,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_08395 [Dictyostelium fasciculatum].
470250383,CR-NTPase5+CR-REase3,-,CR-NTPase5+CR-REase3,DFA_07564,511,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_07564 [Dictyostelium fasciculatum].
470247985,CR-NTPase5+CR-REase3,-,CR-NTPase5+CR-REase3,DFA_02027,522,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_02027 [Dictyostelium fasciculatum].
470238796,CR-NTPase5+CR-NTPase5+CR-REase3,HSP70,CR-NTPase5+CR-REase3+NTN-HYDROLASE,DFA_10906,1193,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,heat shock protein Hsp70 family protein [Dictyostelium fasciculatum]. 
470246650,CR-NTPase5,-,CR-NTPase5,DFA_04068,146,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_04068 [Dictyostelium fasciculatum].
470266897,CR-NTPase4+CR-REase6,FtsK_SpoIIIE,CR-NTPase4+CR-REase6,DFA_06174,371,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_06174 [Dictyostelium fasciculatum].
470261804,CR-NTPase4+CR-REase6,-,CR-NTPase4+CR-REase6,DFA_04786,635,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_04786 [Dictyostelium fasciculatum].
470243738,CR-NTPase4+CR-REase6,-,CR-NTPase4+CR-REase6,DFA_08099,649,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_08099 [Dictyostelium fasciculatum].
470252390,CR-NTPase4+CR-REase6,AAA_16,CR-NTPase4+CR-REase6,DFA_01326,631,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_01326 [Dictyostelium fasciculatum].
470237440,CR-NTPase4+CR-REase6,AAA_16,CR-NTPase4+CR-REase6,DFA_11730,664,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_11730 [Dictyostelium fasciculatum].
470247182,CR-NTPase4+CR-REase6,-,CR-NTPase4+CR-REase6,DFA_02579,281,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_02579 [Dictyostelium fasciculatum].
470265511,AmoebN+CR-NTPase4+CR-REase6,SEEEED+DUF4175,Chl-REase1+CR-NTPase4+CR-REase6,DFA_05808,1061,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_05808 [Dictyostelium fasciculatum].
470236096,CR-NTPase4,AAA_16,CR-NTPase4,DFA_11058,670,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_11058 [Dictyostelium fasciculatum].
470252782,CR-NTPase4,-,CR-NTPase4,DFA_01524,473,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_01524 [Dictyostelium fasciculatum].
470250878,CR-NTPase4,PAT1+PAT1+AAA_16+Herpes_BLLF1+PRP38_assoc,CR-NTPase4+MIP-T3+MIP-T3,DFA_00547,1686,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_00547 [Dictyostelium fasciculatum].
470243530,CR-NTPase4,-,CR-NTPase4,DFA_07994,532,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_07994 [Dictyostelium fasciculatum].
470252976,CR-NTPase4,-,CR-NTPase4,DFA_01621,539,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_01621 [Dictyostelium fasciculatum].
470242902,CR-NTPase4,-,CR-NTPase4,DFA_07677,505,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_07677 [Dictyostelium fasciculatum].
470265626,CR-NTPase4,AAA_16,CR-NTPase4,DFA_05843,507,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_05843 [Dictyostelium fasciculatum].
470253372,CR-NTPase4,-,CR-NTPase4,DFA_01819,427,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_01819 [Dictyostelium fasciculatum].
470252038,CR-NTPase4,-,CR-NTPase4,DFA_01145,328,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_01145 [Dictyostelium fasciculatum].
470260183,CR-NTPase4,AAA_19,UBI+CR-NTPase4,DFA_04308,347,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_04308 [Dictyostelium fasciculatum].
470249015,CR-NTPase4,Tim17+Utp14,Rick+CR-NTPase4+Asp-B-Hydro,DFA_06856,683,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_06856 [Dictyostelium fasciculatum].
470253266,CR-NTPase4,-,CR-NTPase4,DFA_01766,593,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_01766 [Dictyostelium fasciculatum].
470236098,CR-NTPase4,AAA_16,CR-NTPase4,DFA_11059,705,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_11059 [Dictyostelium fasciculatum].
470245683,CR-NTPase3+CR-REase1,-,CR-NTPase3,DFA_06757,494,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_06757 [Dictyostelium fasciculatum].
470238328,CR-NTPase3+CR-REase1,-,SAM+SAM+CR-NTPase3,DFA_12185,723,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_12185 [Dictyostelium fasciculatum].
470267909,CR-NTPase3+CR-REase1,DAP3,CR-NTPase3+CR-REase1,DFA_06496,617,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_06496 [Dictyostelium fasciculatum].
470241288,CR-NTPase3+CR-REase1,DAP3,CR-NTPase3+CR-REase1,DFA_09563,607,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_09563 [Dictyostelium fasciculatum].
470236914,CR-NTPase3,-,CR-NTPase3,DFA_11467,395,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_11467 [Dictyostelium fasciculatum].
470251906,CR-NTPase1+CR-REase1,-,CR-NTPase1+CR-REase1,DFA_01075,246,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_01075 [Dictyostelium fasciculatum].
470249327,CR-NTPase1+CR-REase1,-,CR-NTPase1+CR-REase1,DFA_07019,590,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_07019 [Dictyostelium fasciculatum].
470241893,CR-NTPase1+CR-REase1,Med11,CR-NTPase1+CR-REase1,DFA_09224,494,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_09224 [Dictyostelium fasciculatum].
470249625,CR-NTPase1+CR-REase1,-,CR-NTPase1+CR-REase1,DFA_07178,312,eukaryota>amoebozoa>mycetozoa>dictyosteliida,Dictyostelium fasciculatum,hypothetical protein DFA_07178 [Dictyostelium fasciculatum].
